uuid;type;name;position;status;diff;graphDiff;branchDiff;variableDiff;exceptionDiff;nbTest;maxDeep;meanDeep;medianDeep;minDeep;staticDiff;nodeTransplantationPoint;nodeTransplant
e68c95ce-2e37-11e5-8cd0-bd6a25f8cf4b;adrStmt;replace;org.apache.commons.lang3.time.DateUtils:804;1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;CtIfImpl
659a9798-2bf5-11e5-b638-e77da0de8f22;adrStmt;replace;org.apache.commons.lang3.text.StrBuilder:1818;-1;0;0;0;0;0;37;9;5.5;6.0;2.0;false;CtIfImpl;CtIfImpl
b71f96a1-2c29-11e5-a93e-458ac0b0866b;adrStmt;delete;org.apache.commons.lang3.Range:295;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;NA
25ea306c-2e0f-11e5-b4c4-d7aceca5021d;adrStmt;replace;org.apache.commons.lang3.Conversion:559;-1;0;0;0;0;0;2;2;1.5;2.0;1.0;false;CtReturnImpl;CtReturnImpl
7ed10702-2c28-11e5-8525-e3d4e9c01363;adrStmt;delete;org.apache.commons.lang3.text.StrBuilder:516;-1;0;0;0;0;0;152;10;5.444444444444445;5.0;1.0;false;CtInvocationImpl;NA
7cca3530-2bf0-11e5-a31d-b74708c70635;adrStmt;replace;org.apache.commons.lang3.time.DurationFormatUtils:134;-2;0;0;0;0;0;9;4;3.0;3.0;2.0;false;CtLocalVariableImpl;CtLocalVariableImpl
082186ac-2e7e-11e5-946e-097565cb2bab;adrStmt;replace;org.apache.commons.lang3.reflect.TypeUtils:1771;1;0;0;0;0;0;4;3;3.0;3.0;3.0;true;CtReturnImpl;CtReturnImpl
f210cbef-2c24-11e5-9cee-81b2ddb2fa29;adrStmt;replace;org.apache.commons.lang3.Conversion:914;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtForImpl;CtIfImpl
c4684bfa-2c0b-11e5-bfa1-874051608bec;adrStmt;replace;org.apache.commons.lang3.text.StrBuilder:1934;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
db031fc9-2e59-11e5-a4cd-316c09f190d0;adrStmt;replace;org.apache.commons.lang3.StringUtils:2120;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
31c293d9-2bf7-11e5-8048-e77df66b9142;adrStmt;replace;org.apache.commons.lang3.builder.DiffBuilder:812;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
8e812a14-2e57-11e5-89f9-0ff2a59d00c5;adrStmt;replace;org.apache.commons.lang3.text.StrSubstitutor:594;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
359c8608-2c0f-11e5-969f-4fd86e504f48;adrStmt;add;org.apache.commons.lang3.BooleanUtils:580;-2;0;0;0;0;0;2;2;1.5;2.0;1.0;false;CtIfImpl;CtIfImpl
1f846aae-2e19-11e5-80c5-2b712b24443c;adrStmt;add;org.apache.commons.lang3.Range:392;-2;0;0;0;0;0;3;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
52694275-2e41-11e5-91a9-938f3be9cfec;adrStmt;replace;org.apache.commons.lang3.StringUtils:5920;1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtLocalVariableImpl;CtLocalVariableImpl
1d716bcc-2c01-11e5-a1f3-590da01677d6;adrStmt;delete;org.apache.commons.lang3.time.DateUtils:1192;-1;0;0;0;0;0;3;3;2.0;2.0;1.0;false;CtBreakImpl;NA
1a469046-2c17-11e5-ab6b-29f23c3e7625;adrStmt;replace;org.apache.commons.lang3.Conversion:811;-2;0;0;0;0;0;2;2;1.5;2.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
59e73ea2-2e4b-11e5-9326-bd5ffc57b582;adrStmt;replace;org.apache.commons.lang3.text.translate.NumericEntityEscaper:64;-2;0;0;0;0;0;2;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
d01bf562-2c05-11e5-8860-b9c05d91e48d;adrStmt;add;org.apache.commons.lang3.Conversion:1596;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
1c60058a-2e59-11e5-af49-7b5905a41d88;adrStmt;delete;org.apache.commons.lang3.builder.CompareToBuilder:430;-1;0;0;0;0;0;2;3;2.5;3.0;2.0;false;CtInvocationImpl;NA
b90b069c-2e10-11e5-a5d3-f5c195707fbe;adrStmt;replace;org.apache.commons.lang3.Conversion:1089;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtForImpl;CtIfImpl
ab19f650-2e1e-11e5-97ab-6590bc88d92e;adrStmt;delete;org.apache.commons.lang3.LocaleUtils:300;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtForImpl;NA
9e903f35-2e21-11e5-b424-3532eee177d6;adrStmt;add;org.apache.commons.lang3.Conversion:1560;1;2;2;1;0;0;1;1;1.0;1.0;1.0;true;CtForImpl;CtInvocationImpl
