uuid;type;name;position;status;diff;graphDiff;branchDiff;variableDiff;exceptionDiff;nbTest;maxDeep;meanDeep;medianDeep;minDeep;staticDiff;nodeTransplantationPoint;nodeTransplant
7ffc124b-42b8-11e5-b002-e5cccfb1d038;adrStmt;replace;org.apache.commons.codec.digest.Md5Crypt:264;-1;0;0;0;0;0;9;4;3.0;3.0;2.0;false;CtIfImpl;CtInvocationImpl
5188cb0d-4406-11e5-8c38-dbe7f6bb549f;adrStmt;replace;org.apache.commons.codec.net.URLCodec:310;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;CtReturnImpl
c1619e5f-440a-11e5-9a5c-715833424000;adrStmt;replace;org.apache.commons.codec.language.DoubleMetaphone:769;-1;0;0;0;0;0;5;4;3.0;3.0;2.0;false;CtInvocationImpl;CtInvocationImpl
796e9f7b-4430-11e5-9c34-436b77cf8016;adrStmt;replace;org.apache.commons.codec.binary.StringUtils:142;-2;0;0;0;0;0;8;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
f672ac89-42cc-11e5-908f-7d6f4a82e070;adrStmt;replace;org.apache.commons.codec.net.URLCodec:144;-2;0;0;0;0;0;6;5;3.25;4.0;1.0;false;CtInvocationImpl;CtIfImpl
14609b45-42b4-11e5-b5e6-7d2045a14e69;adrStmt;add;org.apache.commons.codec.language.MatchRatingApproachEncoder:235;1;0;0;0;0;0;51;1;1.0;1.0;1.0;true;CtAssignmentImpl;CtAssignmentImpl
5c6ff4db-42db-11e5-bbb5-1b305cf93873;adrStmt;delete;org.apache.commons.codec.language.ColognePhonetic:422;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;NA
c1582e60-43c8-11e5-a2cb-ef1220bc838f;adrStmt;add;org.apache.commons.codec.language.DoubleMetaphone:508;-2;0;0;0;0;0;5;3;2.5;3.0;2.0;false;CtReturnImpl;CtReturnImpl
8aabfc67-4336-11e5-ad64-ad87b3dac9f2;adrStmt;add;org.apache.commons.codec.net.QuotedPrintableCodec:287;-2;0;0;0;0;0;5;4;4.0;4.0;4.0;false;CtLocalVariableImpl;CtLocalVariableImpl
0749f18f-42ad-11e5-b9ca-a360ffd0c51f;adrStmt;replace;org.apache.commons.codec.language.DoubleMetaphone:650;-2;0;0;0;0;0;4;4;3.5;4.0;3.0;false;CtIfImpl;CtIfImpl
93b3a874-42fa-11e5-a1e2-458df64cb8d1;adrStmt;delete;org.apache.commons.codec.net.QCodec:311;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;NA
7e61fefd-42ea-11e5-b4b9-c5cf40c6f441;adrStmt;replace;org.apache.commons.codec.language.Metaphone:199;-1;0;0;0;0;0;2;1;1.0;1.0;1.0;false;CtInvocationImpl;CtInvocationImpl
7acce825-42ae-11e5-bf53-e97c8bccb5ad;adrStmt;replace;org.apache.commons.codec.digest.HmacUtils:709;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
582e798d-42e6-11e5-a19a-5d232348dd0d;adrStmt;add;org.apache.commons.codec.binary.BaseNCodec:427;-2;0;0;0;0;0;15;2;1.5;2.0;1.0;false;CtReturnImpl;CtReturnImpl
4f3d7b4a-42ae-11e5-b9fe-9dcd58694789;adrStmt;add;org.apache.commons.codec.language.Metaphone:108;-2;0;0;0;0;0;33;2;1.5;2.0;1.0;false;CtSwitchImpl;CtIfImpl
8ceda905-42b4-11e5-8a8e-5929bedff370;adrStmt;replace;org.apache.commons.codec.language.Soundex:272;-2;0;0;0;0;0;21;4;2.5;3.0;1.0;false;CtWhileImpl;CtIfImpl
f672ac88-42cc-11e5-908f-0d34082182cf;adrStmt;delete;org.apache.commons.codec.digest.HmacUtils:388;-2;0;0;0;0;0;2;1;1.0;1.0;1.0;false;CtReturnImpl;NA
